Game,Game Time,Opening Odds Time,Team,total_category,market_spread,Consensus Spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Towson Tigers vs. Drexel Dragons,Jan 19 01:00PM ET,2026-01-18 20:04:48 UTC,Drexel Dragons,1,6.5,6.5,3.8,5.5,0.5347027350916924,6.5,-0.00018098583854,-0.0065816685780323,1.2,3.0,,5.3,3.8,0.3130011561711654,200.0,220,0.2993204616546219,0.0005011561711654,0.0107379494659506,0.047,0.36,,0.293363701375418,2,125.5,121.4,124.0,123.5,125.5,2.3,121.0,,125.170202314257,121.4,0.4766742692132684,0.5233257307867316,-0.0582094517169641,0.011130608835512,-0.0504391352242822,0.0033602923428301,0,0,0,0
Towson Tigers vs. Drexel Dragons,Jan 19 01:00PM ET,2026-01-18 20:04:48 UTC,Towson Tigers,1,-6.5,-6.5,-3.8,-5.5,0.4652972649083076,-6.5,-0.0468978570429119,-0.0396532301411973,1.2,-3.0,,-5.3,-3.8,0.6869988438288346,-245.0,-272,0.700679538345378,-0.0445326877026969,-0.0484453401145179,0.047,0.64,,0.706636298624582,2,125.5,121.4,124.0,123.5,125.5,2.3,121.0,,125.170202314257,121.4,0.4766742692132684,0.5233257307867316,-0.0582094517169641,0.011130608835512,-0.0504391352242822,0.0033602923428301,0,0,0,0
Albany Great Danes vs. Vermont Catamounts,Jan 19 01:00PM ET,2026-01-18 21:23:23 UTC,Vermont Catamounts,2,-5.5,-5.5,-1.8,-4.0,0.4495651839673769,-5.5,-0.0742443398421469,-0.0742443398421469,1.8,-0.6,,-1.8,-4.1,0.6150838173470587,,-240,0.6792452830188679,-0.0907985355941177,,0.03,0.53,,0.571844703350499,2,145.0,142.22090536328,144.0,141.5,145.0,3.0,147.0,,142.22090536328,141.54,0.4766713132888294,0.5077821418769288,-0.0448597871896394,-0.0182842088339716,-0.0160303378570337,-0.0315887097620138,0,0,0,0
Albany Great Danes vs. Vermont Catamounts,Jan 19 01:00PM ET,2026-01-18 21:23:23 UTC,Albany Great Danes,2,5.5,5.5,1.8,4.0,0.5504348160326231,5.5,0.0266252922230992,0.0266252922230992,1.8,0.6,,1.8,4.1,0.3849161826529412,,200,0.320754716981132,0.0515828493196079,,0.03,0.47,,0.428155296649501,2,145.0,142.22090536328,144.0,141.5,145.0,3.0,147.0,,142.22090536328,141.54,0.4766713132888294,0.5077821418769288,-0.0448597871896394,-0.0182842088339716,-0.0160303378570337,-0.0315887097620138,0,0,0,0
Brown Bears vs. Cornell Big Red,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Brown Bears,3,1.5,1.5,-1.6,0.5,0.5320425632110974,2.5,0.0198474412598779,0.0219328920009055,0.6,-2.3,,-1.6,-1.2,0.5114351395119354,120.0,112,0.4529069427338684,0.0396950416036132,0.0524063407111619,0.014,0.58,,0.559926672580005,1,163.5,162.66,163.0,162.5,163.5,2.2,164.0,,159.790664483474,162.66,0.4914489286915362,0.5085510713084638,-0.0323605951179876,-0.01525845250106,-0.0323605951179876,-0.0323605951179876,0,0,0,0
Brown Bears vs. Cornell Big Red,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Cornell Big Red,3,-1.5,-1.5,1.6,-0.5,0.4679574367889025,-2.5,-0.06692628414133,-0.0695303431902748,0.6,2.3,,1.6,1.2,0.4885648604880645,-142.0,-132,0.5470930572661316,-0.0812778777173009,-0.095515349649203,0.014,0.42,,0.440073327419995,1,163.5,162.66,163.0,162.5,163.5,2.2,164.0,,159.790664483474,162.66,0.4914489286915362,0.5085510713084638,-0.0323605951179876,-0.01525845250106,-0.0323605951179876,-0.0323605951179876,0,0,0,0
Fairleigh Dickinson Knights vs. Wagner Seahawks,Jan 19 02:00PM ET,2026-01-18 21:23:23 UTC,Fairleigh Dickinson Knights,2,-1.5,-1.5,-0.4,-1.0,0.4831483753809493,-1.5,-0.0406611484285745,-0.0168516246190507,1.7,-0.4,,-1.2,2.0,0.5251175314553314,,-120,0.5217391304347826,-0.020337013999214,,0.026,0.51,,0.54699186495176,1,140.0,145.95,142.5,141.5,140.0,3.7,149.0,,141.614268149807,145.95,0.5341748023380302,0.4488209893850897,0.0047630376321478,-0.0692512997715368,0.0064067373805546,-0.0539393934037767,0,0,0,0
Saint Peter's Peacocks vs. Iona Gaels,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Saint Peter's Peacocks,2,-3.5,-3.5,-3.3,-3.5,0.5,-3.5,-0.0238095238095238,-0.0180722891566265,0.3,-3.3,,-3.4,-2.8,0.6181110449690592,,-170,0.6067006554989074,-0.0115185846605704,,0.001,0.63,,0.629042868878422,2,144.5,143.0,144.0,145.5,144.5,1.1,143.0,,141.219091933416,143.17,0.49222081404751,0.5077791859524899,-0.0371909506583723,-0.0102931032041365,-0.0416217650049501,-0.0059756861844191,0,0,0,0
Saint Peter's Peacocks vs. Iona Gaels,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Iona Gaels,2,3.5,3.5,3.3,3.5,0.5,3.5,-0.0238095238095238,-0.0294117647058823,0.3,3.3,,3.4,2.8,0.3818889550309407,,145,0.3932993445010924,-0.0262743102751817,,0.001,0.37,,0.370957131121578,2,144.5,143.0,144.0,145.5,144.5,1.1,143.0,,141.219091933416,143.17,0.49222081404751,0.5077791859524899,-0.0371909506583723,-0.0102931032041365,-0.0416217650049501,-0.0059756861844191,0,0,0,0
Niagara Purple Eagles vs. Mt. St. Mary's Mountaineers,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Mt. St. Mary's Mountaineers,1,-2.5,-2.5,-3.5,-3.0,0.5173678180739623,-1.5,-0.0064417057355615,-0.00018098583854,1.3,-3.5,,-1.9,-4.5,0.5901483427348346,-130.0,-145,0.5683460358309413,-0.0016883919590429,0.0122677015086777,0.054,0.65,,0.573901299277456,1,132.5,133.0,132.5,132.5,132.5,1.7,133.0,,135.097709898028,131.83,0.5,0.5,-0.0348837209302325,-0.0121951219512195,-0.0348837209302325,-0.0121951219512195,0,0,0,0
Quinnipiac Bobcats vs. Manhattan Jaspers,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Quinnipiac Bobcats,3,-12.5,-12.5,-16.1,-14.0,0.547999242711806,-12.5,0.0185874780059236,0.004620247278016,2.6,-18.0,,-12.8,-16.1,0.8907994623249018,-1100.0,-1092,0.8777052091447372,-0.0252844537590142,-0.0270977539626288,0.023,0.92,,0.887787431010133,3,154.0,156.222814234318,155.0,153.5,154.0,2.8,160.0,,156.222814234318,154.54000000000002,0.5075256171779651,0.4774391920548073,-0.0162839066315587,-0.0463703317547165,-0.0087623046276313,-0.0538785736060933,0,0,0,0
Quinnipiac Bobcats vs. Manhattan Jaspers,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Manhattan Jaspers,3,12.5,12.5,16.1,14.0,0.452000757288194,12.5,-0.0660715318684325,-0.0529497377613109,2.6,18.0,,12.8,16.1,0.1092005376750981,700.0,683,0.1222947908552627,-0.018441738747666,-0.0162496506652636,0.023,0.0799999999999999,,0.112212568989867,3,154.0,156.222814234318,155.0,153.5,154.0,2.8,160.0,,156.222814234318,154.54000000000002,0.5075256171779651,0.4774391920548073,-0.0162839066315587,-0.0463703317547165,-0.0087623046276313,-0.0538785736060933,0,0,0,0
Niagara Purple Eagles vs. Mt. St. Mary's Mountaineers,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Niagara Purple Eagles,1,2.5,2.5,3.5,3.0,0.4826321819260377,1.5,-0.0411773418834861,-0.0468978570429119,1.3,3.5,,1.9,4.5,0.4098516572651653,110.0,122,0.4316539641690587,-0.0396432922297841,-0.0536755690035017,0.054,0.35,,0.426098700722544,1,132.5,133.0,132.5,132.5,132.5,1.7,133.0,,135.097709898028,131.83,0.5,0.5,-0.0348837209302325,-0.0121951219512195,-0.0348837209302325,-0.0121951219512195,0,0,0,0
Binghamton Bearcats vs. UMBC Retrievers,Jan 19 02:00PM ET,2026-01-18 21:23:23 UTC,UMBC Retrievers,2,-5.5,-5.5,-6.2,-6.0,0.5168516246190507,-5.5,-0.0114502621734021,-0.0069578991904731,1.4,-6.2,,-5.0,-7.7,0.6984860758165603,-250.0,-250,0.688888888888889,-0.0157996384691541,-0.0208523465752973,0.031,0.73,,0.686166525488463,2,141.5,142.13,142.0,140.5,141.5,0.3,142.0,,142.509210525182,142.13,0.50777918595249,0.49222081404751,-0.0271045349777424,-0.0199743079037095,-0.0238095238095238,-0.0238095238095238,0,0,0,0
Binghamton Bearcats vs. UMBC Retrievers,Jan 19 02:00PM ET,2026-01-18 21:23:23 UTC,Binghamton Bearcats,2,5.5,5.5,6.2,6.0,0.4831483753809493,5.5,-0.0360823938498199,-0.0406611484285745,1.4,6.2,,5.0,7.7,0.3015139241834398,205.0,210,0.311111111111111,-0.0210667209778505,-0.0188301931072423,0.031,0.27,,0.313833474511537,2,141.5,142.13,142.0,140.5,141.5,0.3,142.0,,142.509210525182,142.13,0.50777918595249,0.49222081404751,-0.0271045349777424,-0.0199743079037095,-0.0238095238095238,-0.0238095238095238,0,0,0,0
Rider Broncs vs. Sacred Heart Pioneers,Jan 19 02:00PM ET,2026-01-18 20:24:15 UTC,Sacred Heart Pioneers,2,-3.5,-3.5,-2.5,-3.0,0.4831483753809493,-3.5,-0.0429179753299511,-0.0406611484285745,1.1,-2.1,,-2.5,-4.1,0.5989388174834996,-166.0,-175,0.6092362344582594,-0.0374248188801367,-0.0349315025569252,0.012,0.58,,0.59728280101748,2,141.5,141.82,141.5,139.5,141.5,1.5,140.0,,142.933020788458,141.82,0.5,0.5,-0.0238095238095238,-0.0238095238095238,-0.0127464724984031,-0.0347861835248189,0,0,0,0
