Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
UMBC Retrievers vs. Buffalo Bulls,Dec 09 05:00PM ET,Buffalo Bulls,3,-2.0,-0.75,-1.5,0.4839657729027816,-2.0,-0.0375653275756872,2.0,3.2,-1.0,-0.5,-1.0,0.5406029924132211,-144.0,0.5641986879100281,-0.0494507710276391,0.08,0.38,0.52,0.517007296916414,1,146.75,148.0,147.0,146.75,1.7,147.0,149.0,150.025525802723,146.5,0.4914489286915362,0.4914489286915362,-0.0323605951179876,-0.0323605951179876,0,1,0,0
UMBC Retrievers vs. Buffalo Bulls,Dec 09 05:00PM ET,UMBC Retrievers,3,2.0,0.75,1.5,0.5160342270972185,2.0,-0.0077752967123053,2.0,-3.2,1.0,0.5,1.0,0.4593970075867789,119.0,0.4358013120899718,0.0036245823376094,0.08,0.62,0.48,0.482992703083586,1,146.75,148.0,147.0,146.75,1.7,147.0,149.0,150.025525802723,146.5,0.4914489286915362,0.4914489286915362,-0.0323605951179876,-0.0323605951179876,0,1,0,0
VMI Keydets vs. Loyola (MD) Greyhounds,Dec 09 06:00PM ET,Loyola (MD) Greyhounds,3,1.0,0.3,0.5,0.5160342270972185,1.0,-0.0077752967123053,1.6,2.2,-1.0,0.3,,0.489899420645262,-106.0,0.4913236764474999,-0.0244805887842523,0.049,0.41,0.5,0.488475164843024,1,150.75,148.047586043745,149.5,150.75,1.7,148.0,151.0,148.047586043745,,0.4658290826658605,0.5171040958885084,-0.0579804411436633,-0.0067054279210154,0,0,0,0
VMI Keydets vs. Loyola (MD) Greyhounds,Dec 09 06:00PM ET,VMI Keydets,3,-1.0,-0.3,-0.5,0.4839657729027816,-1.0,-0.0352649963279876,1.6,-2.2,1.0,-0.3,,0.510100579354738,-114.0,0.5086763235525,-0.0224463843848863,0.049,0.59,0.5,0.511524835156976,1,150.75,148.047586043745,149.5,150.75,1.7,148.0,151.0,148.047586043745,,0.4658290826658605,0.5171040958885084,-0.0579804411436633,-0.0067054279210154,0,0,0,0
Michigan Wolverines vs. Villanova Wildcats,Dec 09 06:30PM ET,Villanova Wildcats,3,15.5,18.35,16.5,0.4679574367889025,15.5,-0.0558520870206213,2.9,16.5,15.0,20.2,21.0,0.0827386934673366,900.0,0.0954773869346733,-0.0172613065326633,0.027,0.0699999999999999,0.0899999999999999,0.0361132913734402,3,149.5,149.819862281624,149.5,149.5,3.0,148.0,147.0,151.639724563248,153.26999999999998,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
BYU Cougars vs. Clemson Tigers,Dec 09 06:30PM ET,BYU Cougars,3,-7.5,-5.7,-7.0,0.4839657729027816,-7.5,-0.0398437509067422,1.2,-4.8,,-7.2,-5.7,0.7248155805564975,-340.0,0.735576923076923,-0.0479116921707751,0.048,0.68,,0.748108476072144,2,150.5,147.416509165734,149.5,150.5,3.5,147.0,,147.416509165734,153.3,0.4844445857059503,0.5155554142940497,-0.0393649381035735,-0.0082541095154741,0,0,0,0
BYU Cougars vs. Clemson Tigers,Dec 09 06:30PM ET,Clemson Tigers,3,7.5,5.7,7.0,0.5160342270972185,7.5,-0.0077752967123053,1.2,4.8,,7.2,5.7,0.2751844194435024,260.0,0.2644230769230769,-0.0025933583342753,0.048,0.3199999999999999,,0.251891523927856,2,150.5,147.416509165734,149.5,150.5,3.5,147.0,,147.416509165734,153.3,0.4844445857059503,0.5155554142940497,-0.0393649381035735,-0.0082541095154741,0,0,0,0
Michigan Wolverines vs. Villanova Wildcats,Dec 09 06:30PM ET,Michigan Wolverines,3,-15.5,-18.35,-16.5,0.5320425632110974,-15.5,0.0082330394015736,2.9,-16.5,-15.0,-20.2,-21.0,0.9172613065326634,-1800.0,0.9045226130653268,-0.0301071145199681,0.027,0.93,0.91,0.96388670862656,3,149.5,149.819862281624,149.5,149.5,3.0,148.0,147.0,151.639724563248,153.26999999999998,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Rider Broncs vs. Bucknell Bison,Dec 09 07:00PM ET,Rider Broncs,2,1.0,0.0,0.5,0.5168516246190507,1.0,-0.0069578991904731,2.1,-1.3,1.0,-1.0,3.3,0.5134869512961959,-106.0,0.4913236764474999,-0.0008930581333184,0.031,0.55,0.49,0.535650226144892,1,139.75,139.64061455232098,139.5,139.75,1.7,137.0,139.0,140.281229104642,140.89,0.4828998214739237,0.5000019640908513,-0.0316632853221928,-0.0316139609676967,0,0,0,0
Saint Joseph's Hawks vs. Coppin St Eagles,Dec 09 07:00PM ET,Coppin St Eagles,3,21.0,22.35,21.5,0.4839657729027816,21.0,-0.0398437509067422,1.5,22.7,20.0,22.0,23.6,0.0522245322245322,1400.0,0.0644490644490644,-0.0144421344421344,0.009,0.04,0.04,0.0244319028937362,3,146.75,146.1702750334345,146.5,146.75,1.8,145.0,144.0,147.340550066869,147.76,0.4849554499972073,0.5000013374412138,-0.0388540738123165,-0.021529763037255,0,1,0,0
