Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Rutgers Scarlet Knights vs. Tennessee Volunteers,Nov 24 01:00PM ET,Rutgers Scarlet Knights,2,15.5,13.6,14.5,0.5336731946043589,15.5,0.0064864333750445,2.0,12.2,15.0,11.4,15.3,0.1131914893617021,800.0,0.1063829787234042,0.002080378250591,0.031,0.12,0.0899999999999999,0.152098377593596,3,143.75,142.665,143.5,143.75,1.5,140.0,143.0,143.334315867248,142.32999999999998,0.4849554499972073,0.5000013374412138,-0.0388540738123165,-0.02380818636831,1,0,0,1
Rutgers Scarlet Knights vs. Tennessee Volunteers,Nov 24 01:00PM ET,Tennessee Volunteers,2,-15.5,-13.6,-14.5,0.4663268053956411,-15.5,-0.0552042950828277,2.0,-12.2,-15.0,-11.4,-15.3,0.8868085106382979,-1400.0,0.8936170212765957,-0.0465248226950354,0.031,0.88,0.91,0.847901622406404,3,143.75,142.665,143.5,143.75,1.5,140.0,143.0,143.334315867248,142.32999999999998,0.4849554499972073,0.5000013374412138,-0.0388540738123165,-0.02380818636831,1,0,0,1
Belmont Bruins vs. St. Francis (PA) Red Flash,Nov 24 01:30PM ET,Belmont Bruins,3,-19.5,-16.4,-18.5,0.4679574367889025,-19.5,-0.0558520870206213,1.5,-16.3,-19.0,-16.4,,0.9232441347389008,-2500.0,0.9259259259259258,-0.0382943267995606,0.026,0.91,0.96,0.920562343551876,3,154.5,158.664448847194,156.0,154.5,4.5,162.0,153.0,158.664448847194,,0.5225581344892309,0.477441865510769,-0.0101521458846007,-0.0347532564404505,0,0,0,0
Vermont Catamounts vs. Liberty Flames,Nov 24 01:30PM ET,Liberty Flames,3,-8.0,-7.1,-7.5,0.4839657729027816,-8.0,-0.0398437509067422,2.9,-10.1,-9.0,-4.1,-5.2,0.768594249201278,-375.0,0.7571884984025559,-0.0208794350092483,0.098,0.84,0.78,0.648027513984743,2,146.0,144.20837623161,145.5,146.0,4.7,140.0,151.0,145.63675246322,142.78,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,0,0,0,0
Vermont Catamounts vs. Liberty Flames,Nov 24 01:30PM ET,Vermont Catamounts,3,8.0,7.1,7.5,0.5160342270972185,8.0,-0.0077752967123053,2.9,10.1,9.0,4.1,5.2,0.231405750798722,295.0,0.2428115015974441,-0.0217588061633033,0.098,0.16,0.2199999999999999,0.351972486015257,2,146.0,144.20837623161,145.5,146.0,4.7,140.0,151.0,145.63675246322,142.78,0.4844431069004852,0.5000014788054651,-0.0393664169090386,-0.0238080450040587,0,0,0,0
Southern Illinois Salukis vs. UAB Blazers,Nov 24 01:30PM ET,Southern Illinois Salukis,3,2.5,2.05,2.5,0.5,2.5,-0.0238095238095238,1.0,1.7,1.0,2.4,3.4,0.4298757271285034,128.0,0.4197514542570069,-0.0087207640995666,0.012,0.4399999999999999,0.4399999999999999,0.418602853120477,1,163.5,161.960111012847,163.0,163.5,1.4,161.0,163.0,162.920222025694,160.23,0.4914489286915362,0.5085510713084638,-0.0434347922386962,-0.0036440506427557,0,0,0,1
Belmont Bruins vs. St. Francis (PA) Red Flash,Nov 24 01:30PM ET,St. Francis (PA) Red Flash,3,19.5,16.4,18.5,0.5320425632110974,19.5,0.0082330394015736,1.5,16.3,19.0,16.4,,0.0767558652610988,1200.0,0.074074074074074,-0.000167211661978,0.026,0.0899999999999999,0.04,0.0794376564481237,3,154.5,158.664448847194,156.0,154.5,4.5,162.0,153.0,158.664448847194,,0.5225581344892309,0.477441865510769,-0.0101521458846007,-0.0347532564404505,0,0,0,0
Southern Illinois Salukis vs. UAB Blazers,Nov 24 01:30PM ET,UAB Blazers,3,-2.5,-2.05,-2.5,0.5,-2.5,-0.0238095238095238,1.0,-1.7,-1.0,-2.4,-3.4,0.5701242728714966,-154.0,0.5802485457429932,-0.0361749397269286,0.012,0.56,0.56,0.581397146879523,1,163.5,161.960111012847,163.0,163.5,1.4,161.0,163.0,162.920222025694,160.23,0.4914489286915362,0.5085510713084638,-0.0434347922386962,-0.0036440506427557,0,0,0,1
Jacksonville Dolphins vs. Bethune-Cookman Wildcats,Nov 24 02:00PM ET,Jacksonville Dolphins,2,2.5,3.25,3.0,0.4831483753809493,2.5,-0.0406611484285745,0.7,3.5,3.0,2.7,4.2,0.4027659574468085,125.0,0.4255319148936171,-0.0416784869976358,0.017,0.37,0.38,0.403224121354695,1,144.5,146.6646320864055,145.5,144.5,1.4,148.0,145.0,147.369264172811,145.96,0.5170982144352251,0.4829017855647749,-0.0067113093742987,-0.0409077382447489,1,1,1,0
Creighton Bluejays vs. Baylor Bears,Nov 24 02:00PM ET,Baylor Bears,3,-4.5,-1.55,-3.5,0.4679574367889025,-4.5,-0.0558520870206213,2.3,1.5,-4.0,-1.3,-1.8,0.595293529653415,-205.0,0.6447291788002328,-0.0768376178875684,0.1,0.4399999999999999,0.64,0.545857880506597,2,153.75,151.39256135836553,153.0,153.75,2.7,150.0,156.0,152.185122716731,150.60000000000002,0.4766713132888294,0.5077821418769288,-0.0471382105206944,-0.016027381932595,1,1,0,0
