Game,Game Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Devigged Probability,Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Air Force Falcons vs. Alabama St Hornets,Nov 19 06:00PM ET,Alabama St Hornets,2,1.5,-0.0999999999999999,1.0,0.5168516246190507,1.5,-0.0069578991904731,1.0,0.5,1.0,-0.7,-1.2,0.4787662337662337,105.0,0.4675324675324675,-0.0090386442825467,0.024,0.48,0.49,0.525447461673617,1,141.0,142.32180974645848,141.5,141.0,2.4,143.0,143.0,141.643619492917,137.99,0.5000019640908513,0.4828998214739237,-0.0215291363876175,-0.0409097023356001,1,1,0,0
Air Force Falcons vs. Alabama St Hornets,Nov 19 06:00PM ET,Air Force Falcons,2,-1.5,0.0999999999999999,-1.0,0.4831483753809493,-1.5,-0.0383827250975195,1.0,-0.5,-1.0,0.7,1.2,0.5212337662337663,-125.0,0.5324675324675325,-0.0343217893217893,0.024,0.52,0.51,0.474552538326383,1,141.0,142.32180974645848,141.5,141.0,2.4,143.0,143.0,141.643619492917,137.99,0.5000019640908513,0.4828998214739237,-0.0215291363876175,-0.0409097023356001,1,1,0,0
Penn State Nittany Lions vs. Harvard Crimson,Nov 19 06:30PM ET,Harvard Crimson,2,12.5,11.65,12.0,0.5168516246190507,12.5,-0.0069578991904731,2.1,11.3,12.0,10.7,15.4,0.1365232443125618,677.0,0.1230464886251236,0.0079045511777396,0.012,0.15,0.14,0.163188670363876,3,142.5,143.0,142.5,142.5,4.2,142.0,144.0,141.969148700702,150.74,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Michigan Wolverines vs. Middle Tennessee Blue Raiders,Nov 19 06:30PM ET,Michigan Wolverines,3,-27.5,-21.9,-25.5,0.4361212503344439,-27.5,-0.0876882734750799,3.3,-22.8,-21.0,-27.4,-19.8,0.9714207539521686,-20000.0,0.9728415079043372,-0.0236041216697219,0.014,0.96,0.97,0.988477973125283,3,157.5,156.7409103649895,157.0,157.5,2.8,155.0,153.0,158.481820729979,158.68,0.4924770562779967,0.5075229437220032,-0.0347097049513177,-0.0105493454346232,1,0,0,0
Michigan Wolverines vs. Middle Tennessee Blue Raiders,Nov 19 06:30PM ET,Middle Tennessee Blue Raiders,3,27.5,21.9,25.5,0.5638787496655561,27.5,0.0400692258560322,3.3,22.8,21.0,27.4,19.8,0.0285792460478313,3500.0,0.0271584920956627,0.0008014682700535,0.014,0.04,0.03,0.0115220268747173,3,157.5,156.7409103649895,157.0,157.5,2.8,155.0,153.0,158.481820729979,158.68,0.4924770562779967,0.5075229437220032,-0.0347097049513177,-0.0105493454346232,1,0,0,0
Penn State Nittany Lions vs. Harvard Crimson,Nov 19 06:30PM ET,Penn State Nittany Lions,2,-12.5,-11.65,-12.0,0.4831483753809493,-12.5,-0.0406611484285745,2.1,-11.3,-12.0,-10.7,-15.4,0.8634767556874381,-1100.0,0.8769535113748763,-0.0531899109792285,0.012,0.85,0.86,0.836811329636124,3,142.5,143.0,142.5,142.5,4.2,142.0,144.0,141.969148700702,150.74,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
UConn Huskies vs. Arizona Wildcats,Nov 19 07:00PM ET,UConn Huskies,3,-5.5,-4.9,-5.5,0.5,-5.5,-0.0271867612293144,0.1,-4.9,-5.0,-4.9,-4.8,0.6772823818727673,-254.0,0.6845647637455347,-0.0401956708008158,0.006,0.67,0.68,0.668647270056797,2,156.5,156.32982194477552,156.5,156.5,2.4,156.0,161.0,156.489643889551,156.17000000000002,0.5,0.5,-0.0238095238095238,-0.0238095238095238,1,1,0,0
Jacksonville St Gamecocks vs. South Alabama Jaguars,Nov 19 07:00PM ET,South Alabama Jaguars,1,3.0,4.3,3.5,0.4826321819260377,3.0,-0.0411773418834861,2.1,4.6,4.0,2.5,7.4,0.3694025157232703,135.0,0.4088050314465408,-0.0561293991703467,0.052,0.31,0.3299999999999999,0.407745665532219,2,136.5,136.255,136.5,136.5,3.9,130.0,138.0,138.507369770126,134.51,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Jacksonville St Gamecocks vs. South Alabama Jaguars,Nov 19 07:00PM ET,Jacksonville St Gamecocks,1,-3.0,-4.3,-3.5,0.5173678180739623,-3.0,-0.0064417057355615,2.1,-4.6,-4.0,-2.5,-7.4,0.6305974842767296,-160.0,0.5911949685534591,0.015212868892114,0.052,0.69,0.67,0.592254334467781,2,136.5,136.255,136.5,136.5,3.9,130.0,138.0,138.507369770126,134.51,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,1,0,0
Samford Bulldogs vs. Florida Gulf Coast Eagles,Nov 19 07:00PM ET,Florida Gulf Coast Eagles,3,3.0,2.2,2.5,0.5160342270972185,3.0,-0.0077752967123053,2.0,2.4,2.0,5.4,0.8,0.4041150442477876,140.0,0.3982300884955753,-0.012551622418879,0.058,0.41,0.41,0.310335387157817,2,159.5,152.40346271229748,156.5,159.5,3.5,148.0,156.0,153.936925424595,150.87,0.4534282120111779,0.5465717879888221,-0.0703813117983459,0.0227622641792982,0,0,0,1
Bowling Green Falcons vs. William & Mary Tribe,Nov 19 07:00PM ET,Bowling Green Falcons,3,-7.0,-7.0,-7.0,0.5,-7.0,-0.0238095238095238,2.6,-6.0,-8.0,-11.1,-5.3,0.7410740811509653,-276.0,0.7021481623019304,0.0066825467594309,0.063,0.7,0.78,0.824791098044925,2,164.5,163.87591397340202,164.5,164.5,2.8,164.0,166.0,163.751827946804,159.42000000000002,0.5,0.5,-0.0238095238095238,-0.0238095238095238,0,0,0,0
