Game,Game Time,Opening Odds Time,Team,total_category,market_spread,model_spread,Predicted Outcome,Spread Cover Probability,Opening Spread,Edge For Covering Spread,Opening Spread Edge,Spread Std. Dev.,spread_barttorvik,spread_kenpom,spread_evanmiya,spread_hasla,Moneyline Win Probability,Opening Moneyline,Current Moneyline,Devigged Probability,Moneyline Edge,Opening Moneyline Edge,Moneyline Std. Dev.,win_prob_barttorvik,win_prob_kenpom,win_prob_evanmiya,spread_category,market_total,model_total,average_total,Opening Total,theoddsapi_total,Totals Std. Dev.,projected_total_barttorvik,projected_total_kenpom,projected_total_evanmiya,projected_total_hasla,Over Cover Probability,Under Cover Probability,Over Total Edge,Under Total Edge,Opening Over Edge,Opening Under Edge,spread_consensus_flag,moneyline_consensus_flag,over_consensus_flag,under_consensus_flag
Penn State Nittany Lions vs. North Carolina Central Eagles,Dec 29 01:00PM ET,2025-12-28 20:38:19 UTC,Penn State Nittany Lions,3,-23.0,-21.8,-22.5,0.4839657729027816,-21.0,-0.0421005778081188,-0.0031965421335508,0.4,-21.5,,-21.8,-22.2,0.9622647353481024,-6462.0,-8890.0,0.9602174721423858,-0.0266119300962197,0.0,0.02,0.95,,0.978623997107638,3,149.0,149.0,149.0,149.0,149.0,2.2,149.0,,149.175098013265,145.28,0.4924770562779967,0.4924770562779967,-0.0313324675315271,-0.0290540442004721,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Penn State Nittany Lions vs. North Carolina Central Eagles,Dec 29 01:00PM ET,2025-12-28 20:38:19 UTC,North Carolina Central Eagles,3,23.0,21.8,22.5,0.5160342270972185,21.0,-0.0077752967123053,-0.0352649963279876,0.4,21.5,,21.8,22.2,0.0377352646518976,1895.0,2341.0,0.0397825278576141,-0.0032346350136541,0.0,0.02,0.05,,0.0213760028923623,3,149.0,149.0,149.0,149.0,149.0,2.2,149.0,,149.175098013265,145.28,0.4924770562779967,0.4924770562779967,-0.0313324675315271,-0.0290540442004721,-0.0290540442004721,-0.0290540442004721,0,0,0,0
Delaware Blue Hens vs. Missouri St Bears,Dec 29 02:00PM ET,2025-12-28 19:23:28 UTC,Missouri St Bears,1,1.5,2.3,2.0,0.4826321819260377,1.0,-0.0411773418834861,-0.0365985873047315,0.4,2.5,,2.3,1.7,0.4396409682260512,109.0,-100.0,0.4782608695652174,-0.0603590317739488,0.0,0.016,0.39,,0.41204213377377,1,136.5,132.0,134.5,134.0,136.5,3.6,132.0,,137.082262200371,130.09,0.4658349641191438,0.5341650358808562,-0.0646814678057388,0.0219699139296366,-0.0354453536552826,-0.0241552835900367,0,0,0,0
Delaware Blue Hens vs. Missouri St Bears,Dec 29 02:00PM ET,2025-12-28 19:23:28 UTC,Delaware Blue Hens,1,-1.5,-2.3,-2.0,0.5173678180739623,-1.0,-0.0064417057355615,-0.001862951156807,0.4,-2.5,,-2.3,-1.7,0.5603590317739489,-130.0,-120.0,0.5217391304347826,0.0149044863194034,0.0,0.016,0.61,,0.58795786622623,1,136.5,132.0,134.5,134.0,136.5,3.6,132.0,,137.082262200371,130.09,0.4658349641191438,0.5341650358808562,-0.0646814678057388,0.0219699139296366,-0.0354453536552826,-0.0241552835900367,0,0,0,0
Sacred Heart Pioneers vs. Merrimack Warriors,Dec 29 02:00PM ET,2025-12-28 19:23:28 UTC,Merrimack Warriors,2,2.0,3.2,2.5,0.4831483753809493,1.75,-0.0406611484285745,-0.0349239137756772,1.6,3.2,,5.2,2.0,0.398287166244522,105.0,110.0,0.4572564612326044,-0.0779033099459541,-0.0848528021594759,0.043,0.37,,0.308635742512879,1,139.5,141.0,140.0,141.0,139.5,1.5,141.0,,142.448728709725,139.54,0.5085510713084638,0.4914489286915363,-0.0036440506427557,-0.0390675032333463,-0.0323605951179876,-0.0323605951179876,0,0,0,0
Sacred Heart Pioneers vs. Merrimack Warriors,Dec 29 02:00PM ET,2025-12-28 19:23:28 UTC,Sacred Heart Pioneers,2,-2.0,-3.2,-2.5,0.5168516246190507,-1.75,-0.0069578991904731,-0.0080889929581464,1.6,-3.2,,-5.2,-2.0,0.601712833755478,-125.0,-130.0,0.5427435387673957,0.0364954424511302,0.040509084386015,0.043,0.63,,0.691364257487121,1,139.5,141.0,140.0,141.0,139.5,1.5,141.0,,142.448728709725,139.54,0.5085510713084638,0.4914489286915363,-0.0036440506427557,-0.0390675032333463,-0.0323605951179876,-0.0323605951179876,0,0,0,0
Illinois Fighting Illini vs. Southern Jaguars,Dec 29 03:00PM ET,2025-12-28 20:38:19 UTC,Illinois Fighting Illini,3,-31.0,-33.0,-32.0,0.5320425632110974,-30.5,0.0082330394015736,0.0128117939803281,2.1,-31.1,,-33.0,-35.3,,,,0.0,0.0,0.0,0.013,0.98,,0.998525599347857,3,164.5,159.88177119485,162.5,161.5,164.5,2.9,163.0,,159.88177119485,157.27,0.4699349568237442,0.5300650431762558,-0.0422601651274753,-0.0026452371975759,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Illinois Fighting Illini vs. Southern Jaguars,Dec 29 03:00PM ET,2025-12-28 20:38:19 UTC,Southern Jaguars,3,31.0,33.0,32.0,0.4679574367889025,30.5,-0.0558520870206213,-0.0512733324418667,2.1,31.1,,33.0,35.3,,,,0.0,0.0,0.0,0.013,0.02,,0.0014744006521427,3,164.5,159.88177119485,162.5,161.5,164.5,2.9,163.0,,159.88177119485,157.27,0.4699349568237442,0.5300650431762558,-0.0422601651274753,-0.0026452371975759,-0.0215311004784688,-0.0215311004784688,0,0,0,0
Quinnipiac Bobcats vs. Marist Red Foxes,Dec 29 04:00PM ET,2025-12-28 19:23:28 UTC,Quinnipiac Bobcats,2,-3.5,-4.9,-4.0,0.5168516246190507,-3.5,-0.0069578991904731,-0.0023791446117186,1.9,-4.9,,-1.9,-5.3,0.6159752836878006,-178.0,-170.0,0.6017699115044248,-0.013654345941829,0.0,0.085,0.69,,0.570361311742353,2,145.5,143.662569333928,145.0,140.5,145.5,1.2,142.0,,143.662569333928,144.41,0.49222081404751,0.5077791859524899,-0.0426629068827225,-0.0044159359987295,0.0017946303082627,-0.0448568312652005,0,0,0,0
Quinnipiac Bobcats vs. Marist Red Foxes,Dec 29 04:00PM ET,2025-12-28 19:23:28 UTC,Marist Red Foxes,2,3.5,4.9,4.0,0.4831483753809493,3.5,-0.0406611484285745,-0.0360823938498199,1.9,4.9,,1.9,5.3,0.3840247163121993,147.0,140.0,0.3982300884955753,-0.0326419503544673,0.0,0.085,0.31,,0.429638688257647,2,145.5,143.662569333928,145.0,140.5,145.5,1.2,142.0,,143.662569333928,144.41,0.49222081404751,0.5077791859524899,-0.0426629068827225,-0.0044159359987295,0.0017946303082627,-0.0448568312652005,0,0,0,0
